name,position,team,pass_yds,pass_td,rush_yds,rush_td,rec,rec_yds,rec_td,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
San Francisco 49ers,DEF,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.29999999999995
Saquon Barkley,RB,PHI,0.0,0.0,1434.5495535714285,9.008482142857142,39.82098214285714,298.88124999999997,2.534821428571428,0.0,0.0,1.6165178571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savion Williams,WR,GB,0.0,0.0,52.41666666666667,0.0,14.166666666666668,110.5,1.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Tucker,RB,TB,0.0,0.0,274.33181818181816,4.699999999999999,7.513636363636365,49.736363636363635,0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seattle Seahawks,DEF,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.5
Shedeur Sanders,QB,CLE,2975.0,14.875000000000002,359.125,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skyy Moore,WR,GB,0.0,0.0,14.385714285714286,0.0,9.1,128.85714285714283,0.24285714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer Rattler,QB,NO,3055.3809523809527,13.523809523809526,326.952380952381,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quinn Ewers,QB,MIA,2643.5,12.75,80.75,0.0,4.25,-25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quinshon Judkins,RB,CLE,0.0,0.0,1004.2142857142858,8.5,31.571428571428573,207.64285714285714,0.0,0.0,0.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RJ Harvey,RB,DEN,0.0,0.0,540.0,7.0,47.0,356.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachaad White,RB,WSH,0.0,0.0,654.5281249999999,4.096875,47.146875,317.54062500000003,2.04375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raheem Mostert,RB,LV,0.0,0.0,351.32461538461536,3.713846153846154,20.661538461538463,141.88461538461536,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raheim Sanders,RB,CLE,0.0,0.0,391.0,4.25,12.75,89.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashee Rice,WR,KC,0.0,0.0,26.084375,1.275,105.66562499999999,1183.51875,9.615625000000001,0.0,0.0,1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasheen Ali,RB,BAL,0.0,0.0,45.03333333333334,0.0,7.2,54.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashid Shaheed,WR,SEA,0.0,0.0,65.93166666666666,0.0,55.419999999999995,758.7383333333332,4.1083333333333325,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashod Bateman,WR,BAL,0.0,0.0,2.86875,0.0,31.257692307692302,423.2444711538461,3.9786057692307693,0.0,0.0,0.7846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Davis,RB,BUF,0.0,0.0,324.1176470588235,0.8823529411764707,12.058823529411766,116.29411764705883,2.294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhamondre Stevenson,RB,NE,0.0,0.0,797.8160714285714,7.933333333333334,40.739285714285714,349.53214285714284,1.7404761904761903,0.0,0.0,2.0238095238095237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rico Dowdle,RB,PIT,0.0,0.0,989.74375,4.45,36.46875,267.290625,1.715625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Leonard,QB,IND,1411.0,6.800000000000001,91.80000000000001,6.800000000000001,0.0,-10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Patterson,K,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,9.22,6.94,2.8200000000000003,40.97,0.0,0.0,0.0,0.0,0.0
Roman Wilson,WR,PIT,0.0,0.0,0.0,0.0,15.692307692307693,217.0769230769231,2.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Brown,WR,WSH,0.0,0.0,-0.255,0.0,34.687727272727265,531.2577272727273,0.8963636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Fant,TE,NO,0.0,0.0,0.0,0.0,37.22666666666666,343.92,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Gray,TE,KC,0.0,0.0,-0.8500000000000001,0.0,27.5875,268.475,1.5500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olamide Zaccheaus,WR,ATL,0.0,0.0,17.9375,0.0,37.6125,350.6375,2.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ollie Gordon II,RB,MIA,0.0,0.0,199.0,3.0,7.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omarion Hampton,RB,LAC,0.0,0.0,1029.4444444444446,7.555555555555556,60.44444444444445,362.66666666666663,1.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parker Romo,K,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.178571428571428,15.75,6.714285714285714,2.9642857142857135,29.32142857142857,0.0,0.0,0.0,0.0,0.0
Parker Washington,WR,JAX,0.0,0.0,0.0,0.0,49.50833333333333,674.8625,4.504166666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Bryant,WR,DEN,0.0,0.0,0.0,0.0,35.13333333333334,428.4,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Mahomes,QB,KC,4323.426339285714,27.23794642857143,451.00089285714284,4.174107142857142,0.9941964285714284,-6.754464285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Mafah,RB,DAL,0.0,0.0,306.0,17.0,34.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia Eagles,DEF,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.95
Philip Rivers,QB,IND,3082.666666666667,22.666666666666664,-5.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pittsburgh Steelers,DEF,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.54999999999995
Puka Nacua,WR,LAR,0.0,0.0,98.06022727272726,1.0238636363636364,128.51022727272726,1698.7124999999999,8.434090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quentin Johnston,WR,LAC,0.0,0.0,8.149999999999999,0.0,58.44047619047619,801.6,8.395238095238094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Sanders,RB,DAL,0.0,0.0,446.4045454545454,3.482102272727273,33.97585227272727,158.2255681818182,0.38636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Vikings,DEF,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.09999999999997
Mitchell Evans,TE,CAR,0.0,0.0,1.0,0.0,19.0,171.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Tinsley,WR,CIN,0.0,0.0,0.0,0.0,8.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo Alie-Cox,TE,IND,0.0,0.0,0.0,0.0,12.705882352941178,125.82352941176471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Najee Harris,RB,LAC,0.0,0.0,623.4,2.6999999999999997,23.55,181.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Carter,RB,ATL,0.0,0.0,145.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New England Patriots,DEF,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.15
New Orleans Saints,DEF,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.35
New York Giants,DEF,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.2
New York Jets,DEF,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.05
Nick Chubb,RB,HOU,0.0,0.0,737.2049999999999,3.63375,16.59625,88.80375000000001,0.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
